# git tag version 2.5.1 |  motus version 2.5.1 | map_tax 2.5.1 | gene database: nr2.5.1 | calc_mgc 2.5.1 -y insert.scaled_counts -l 75 | calc_motu 2.5.1 -k mOTU -C no_CAMI -g 3 -p | taxonomy: ref_mOTU_2.5.1 meta_mOTU_2.5.1
# call: python /home/gene/sunzheng/tools/mOTUs_v2-master/motus profile -f /mnt/5-ds60t/sunzheng/zm/QIBEBT/2B-RAD/P3/software_test_2020.1220/data/sample1.left.fq.gz -r /mnt/5-ds60t/sunzheng/zm/QIBEBT/2B-RAD/P3/software_test_2020.1220/data/sample1.right.fq.gz -p -t 8 -o mOTUs2/Gut1_mOTUs2.txt
#consensus_taxonomy	NCBI_tax_id	unnamed sample
Candidatus Bathyarchaeota archaeon B26-2 [ref_mOTU_v25_09406]	1779371	0.0000000000
Rhodothermaceae bacterium RA [ref_mOTU_v25_09407]	1779382	0.0000000000
Alistipes sp. CHKCI003 [ref_mOTU_v25_09408]	1780376	0.0000000000
Coriobacteriaceae bacterium CHKCI002 [ref_mOTU_v25_09409]	1780377	0.0000000000
Clostridiales bacterium CHKCI001 [ref_mOTU_v25_09410]	1780378	0.0000000000
Clostridiales bacterium CHKCI006 [ref_mOTU_v25_09411]	1780379	0.0000000000
Eubacteriaceae bacterium CHKCI004 [ref_mOTU_v25_09412]	1780380	0.0000000000
Eubacteriaceae bacterium CHKCI005 [ref_mOTU_v25_09413]	1780381	0.0000000000
Marinimicrobia bacterium TCS52 [ref_mOTU_v25_09414]	1781243	0.0000000000
Marinimicrobia bacterium TCS55 [ref_mOTU_v25_09415]	1781246	0.0000000000
Marinimicrobia bacterium TCS56 [ref_mOTU_v25_09416]	1781247	0.0000000000
Desertifilum sp. IPPAS B-1220 [ref_mOTU_v25_09417]	1781255	0.0000000000
Pyrobaculum aerophilum [ref_mOTU_v25_09418]	13773	0.0000000000
Croceicoccus sp. H4 [ref_mOTU_v25_09419]	1783232	0.0000000000
Rufibacter ruber [ref_mOTU_v25_09420]	1783499	0.0000000000
Halomonadaceae bacterium T82-2 [ref_mOTU_v25_09421]	1783518	0.0000000000
Microbulbifer sp. Q7 [ref_mOTU_v25_09423]	1785091	0.0000000000
Dietzia sp. 111N12-1 [ref_mOTU_v25_09424]	1785156	0.0000000000
Leptotrichia sp. oral taxon 847 [ref_mOTU_v25_09425]	1785996	0.0000000000
Rhodobacter sp. CCB-MM2 [ref_mOTU_v25_09426]	1786003	0.0000000000
Mycobacterium szulgai [ref_mOTU_v25_09427]	1787	0.0000000000
Ferrovum sp. Z-31 [ref_mOTU_v25_09428]	1789004	0.0000000000
Acinetobacter larvae [ref_mOTU_v25_09429]	1789224	0.0000000000
Mycobacterium asiaticum [ref_mOTU_v25_09430]	1790	0.0000000000
Mycobacterium asiaticum [ref_mOTU_v25_09431]	1790	0.0000000000
Mycolicibacterium aurum [ref_mOTU_v25_09432]	1791	0.0000000000
Lachnospiraceae bacterium C7 [ref_mOTU_v25_09433]	1792306	0.0000000000
Bosea sp. PAMC 26642 [ref_mOTU_v25_09434]	1792307	0.0000000000
Thauera phenolivorans [ref_mOTU_v25_09435]	1792543	0.0000000000
Marinicella sediminis [ref_mOTU_v25_09436]	1792834	0.0000000000
Mucilaginibacter pedocola [ref_mOTU_v25_09437]	1792845	0.0000000000
Mycolicibacterium fallax [ref_mOTU_v25_09438]	1793	0.0000000000
Silvanigrella aquatica [ref_mOTU_v25_09439]	1915309	0.0000000000
Methanolobus sp. T82-4 [ref_mOTU_v25_09440]	1794908	0.0000000000
Anaerosporomusa subterranea [ref_mOTU_v25_09441]	1794912	0.0000000000
Frondihabitans sp. PAMC 28766 [ref_mOTU_v25_09442]	1795630	0.0000000000
Variovorax sp. PAMC 28711 [ref_mOTU_v25_09443]	1795631	0.0000000000
Thermodesulfatator autotrophicus [ref_mOTU_v25_09444]	1795632	0.0000000000
Eikenella sp. NML02-A-017 [ref_mOTU_v25_09445]	1795827	0.0000000000
Pontibacter sp. S10-8 [ref_mOTU_v25_09446]	1797110	0.0000000000
Acidobacteria bacterium RBG_13_68_16 [ref_mOTU_v25_09447]	1797171	0.0000000000
Acidobacteria bacterium RIFCSPLOWO2_02_FULL_61_28 [ref_mOTU_v25_09449]	1797180	0.0000000000
Acidobacteria bacterium RIFCSPLOWO2_02_FULL_65_29 [ref_mOTU_v25_09450]	1797182	0.0000000000
Acidobacteria bacterium RIFCSPLOWO2_12_FULL_54_10 [ref_mOTU_v25_09451]	1797186	0.0000000000
Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11 [ref_mOTU_v25_09452]	1797187	0.0000000000
Actinobacteria bacterium RBG_16_64_13 [ref_mOTU_v25_09453]	1797200	0.0000000000
Actinobacteria bacterium RBG_16_68_21 [ref_mOTU_v25_09454]	1797204	0.0000000000
Actinobacteria bacterium RBG_19FT_COMBO_70_19 [ref_mOTU_v25_09456]	1797208	0.0000000000
Alphaproteobacteria bacterium GWF2_58_20 [ref_mOTU_v25_09457]	1797213	0.0000000000
Alphaproteobacteria bacterium RIFCSPHIGHO2_02_FULL_46_13 [ref_mOTU_v25_09458]	1797220	0.0000000000
Alphaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_66_14 [ref_mOTU_v25_09459]	1797225	0.0000000000
Anaeromyxobacter sp. RBG_16_69_14 [ref_mOTU_v25_09460]	1797238	0.0000000000
Candidatus Adlerbacteria bacterium RIFCSPHIGHO2_02_FULL_52_17 [ref_mOTU_v25_09461]	1797240	0.0000000000
Candidatus Adlerbacteria bacterium RIFCSPHIGHO2_12_FULL_53_18 [ref_mOTU_v25_09462]	1797242	0.0000000000
Candidatus Amesbacteria bacterium RIFOXYB1_FULL_44_23 [ref_mOTU_v25_09464]	1797263	0.0000000000
Candidatus Aminicenantes bacterium RBG_13_64_14 [ref_mOTU_v25_09466]	1797271	0.0000000000
Candidatus Aminicenantes bacterium RBG_16_63_16 [ref_mOTU_v25_09467]	1797273	0.0000000000
Candidatus Aminicenantes bacterium RBG_16_66_30 [ref_mOTU_v25_09468]	1797274	0.0000000000
Candidatus Aminicenantes bacterium RBG_19FT_COMBO_58_17 [ref_mOTU_v25_09469]	1797275	0.0000000000
Candidatus Aminicenantes bacterium RBG_19FT_COMBO_65_30 [ref_mOTU_v25_09470]	1797277	0.0000000000
Armatimonadetes bacterium RBG_16_67_12 [ref_mOTU_v25_09471]	1797288	0.0000000000
Armatimonadetes bacterium RBG_19FT_COMBO_69_19 [ref_mOTU_v25_09472]	1797289	0.0000000000
Candidatus Atribacteria bacterium RBG_19FT_COMBO_35_14 [ref_mOTU_v25_09473]	1797291	0.0000000000
Candidatus Azambacteria bacterium RIFCSPHIGHO2_01_FULL_40_24 [ref_mOTU_v25_09474]	1797301	0.0000000000
Bacteroidetes bacterium GWA2_31_9 [ref_mOTU_v25_09475]	1797314	0.0000000000
Bacteroidetes bacterium GWA2_32_17 [ref_mOTU_v25_09476]	1797316	0.0000000000
Bacteroidetes bacterium GWF2_40_14 [ref_mOTU_v25_09477]	1797347	0.0000000000
Bacteroidetes bacterium GWF2_41_31 [ref_mOTU_v25_09478]	1797348	0.0000000000
Bacteroidetes bacterium GWF2_49_14 [ref_mOTU_v25_09479]	1797354	0.0000000000
Bacteroidetes bacterium RBG_13_43_22 [ref_mOTU_v25_09480]	1797356	0.0000000000
Bacteroidetes bacterium RIFCSPLOWO2_12_FULL_35_15 [ref_mOTU_v25_09481]	1797364	0.0000000000
Candidatus Bathyarchaeota archaeon RBG_13_38_9 [ref_mOTU_v25_09482]	1797377	0.0000000000
Candidatus Bathyarchaeota archaeon RBG_13_46_16b [ref_mOTU_v25_09483]	1797378	0.0000000000
Candidatus Bathyarchaeota archaeon RBG_13_60_20 [ref_mOTU_v25_09485]	1797380	0.0000000000
Bdellovibrionales bacterium GWA2_49_15 [ref_mOTU_v25_09487]	1797384	0.0000000000
Bdellovibrionales bacterium GWB1_55_8 [ref_mOTU_v25_09488]	1797386	0.0000000000
Bdellovibrionales bacterium RBG_16_40_8 [ref_mOTU_v25_09489]	1797388	0.0000000000
Bdellovibrionales bacterium RIFOXYA1_FULL_36_14 [ref_mOTU_v25_09490]	1797391	0.0000000000
Bdellovibrionales bacterium RIFOXYD1_FULL_53_11 [ref_mOTU_v25_09491]	1797403	0.0000000000
Candidatus Berkelbacteria bacterium RIFCSPHIGHO2_12_FULL_36_9 [ref_mOTU_v25_09494]	1797469	0.0000000000
Candidatus Berkelbacteria bacterium RIFOXYA2_FULL_43_10 [ref_mOTU_v25_09495]	1797472	0.0000000000
Betaproteobacteria bacterium RBG_16_56_24 [ref_mOTU_v25_09496]	1797475	0.0000000000
Betaproteobacteria bacterium RBG_16_66_20 [ref_mOTU_v25_09497]	1797479	0.0000000000
Betaproteobacteria bacterium RIFCSPLOWO2_02_FULL_63_19 [ref_mOTU_v25_09498]	1797486	0.0000000000
Betaproteobacteria bacterium RIFCSPLOWO2_02_FULL_66_14 [ref_mOTU_v25_09499]	1797490	0.0000000000
Betaproteobacteria bacterium RIFCSPLOWO2_02_FULL_67_26 [ref_mOTU_v25_09500]	1797492	0.0000000000
Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_62_58 [ref_mOTU_v25_09502]	1797497	0.0000000000
Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_64_23 [ref_mOTU_v25_09503]	1797499	0.0000000000
Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_65_14 [ref_mOTU_v25_09504]	1797501	0.0000000000
Candidatus Blackburnbacteria bacterium RIFCSPHIGHO2_01_FULL_43_15b [ref_mOTU_v25_09505]	1797513	0.0000000000
Burkholderiales bacterium RIFCSPLOWO2_02_FULL_57_36 [ref_mOTU_v25_09507]	1797562	0.0000000000
Burkholderiales bacterium RIFCSPLOWO2_12_FULL_61_40 [ref_mOTU_v25_09508]	1797566	0.0000000000
Burkholderiales bacterium RIFOXYD12_FULL_59_19 [ref_mOTU_v25_09509]	1797574	0.0000000000
Candidatus Campbellbacteria bacterium RIFOXYC2_FULL_35_25 [ref_mOTU_v25_09511]	1797582	0.0000000000
Candidatus Chisholmbacteria bacterium RIFCSPHIGHO2_01_FULL_48_12 [ref_mOTU_v25_09512]	1797589	0.0000000000
Chlamydiae bacterium RIFCSPHIGHO2_12_FULL_49_11 [ref_mOTU_v25_09514]	1797603	0.0000000000
Chloroflexi bacterium GWB2_54_36 [ref_mOTU_v25_09515]	1797613	0.0000000000
Chloroflexi bacterium GWC2_73_18 [ref_mOTU_v25_09516]	1797616	0.0000000000
Chloroflexi bacterium RBG_13_51_36 [ref_mOTU_v25_09519]	1797625	0.0000000000
Chloroflexi bacterium RBG_13_51_52 [ref_mOTU_v25_09520]	1797626	0.0000000000
Chloroflexi bacterium RBG_13_53_26 [ref_mOTU_v25_09521]	1797629	0.0000000000
Chloroflexi bacterium RBG_13_68_17 [ref_mOTU_v25_09522]	1797638	0.0000000000
Chloroflexi bacterium RBG_16_47_49 [ref_mOTU_v25_09523]	1797639	0.0000000000
Chloroflexi bacterium RBG_16_54_18 [ref_mOTU_v25_09527]	1797648	0.0000000000
Chloroflexi bacterium RBG_16_56_11 [ref_mOTU_v25_09528]	1797649	0.0000000000
Chloroflexi bacterium RBG_16_57_11 [ref_mOTU_v25_09529]	1797651	0.0000000000
Chloroflexi bacterium RBG_16_60_22 [ref_mOTU_v25_09530]	1797656	0.0000000000
Chloroflexi bacterium RBG_16_63_12 [ref_mOTU_v25_09531]	1797657	0.0000000000
Chloroflexi bacterium RBG_16_64_32 [ref_mOTU_v25_09532]	1797658	0.0000000000
Chloroflexi bacterium RBG_16_70_13 [ref_mOTU_v25_09536]	1797662	0.0000000000
Chloroflexi bacterium RBG_16_72_14 [ref_mOTU_v25_09537]	1797663	0.0000000000
Clostridiales bacterium GWB2_37_7 [ref_mOTU_v25_09539]	1797677	0.0000000000
Clostridiales bacterium GWD2_32_19 [ref_mOTU_v25_09540]	1797679	0.0000000000
Clostridiales bacterium GWD2_32_59 [ref_mOTU_v25_09541]	1797680	0.0000000000
Clostridiales bacterium GWE2_32_10 [ref_mOTU_v25_09542]	1797681	0.0000000000
Clostridiales bacterium GWF2_36_10 [ref_mOTU_v25_09543]	1797682	0.0000000000
Clostridiales bacterium GWF2_38_85 [ref_mOTU_v25_09544]	1797683	0.0000000000
Candidatus Colwellbacteria bacterium RIFCSPHIGHO2_12_FULL_44_17 [ref_mOTU_v25_09545]	1797689	0.0000000000
Coxiella sp. RIFCSPHIGHO2_12_FULL_42_15 [ref_mOTU_v25_09547]	1797696	0.0000000000
Coxiella sp. RIFCSPHIGHO2_12_FULL_44_14 [ref_mOTU_v25_09548]	1797697	0.0000000000
Candidatus Curtissbacteria bacterium RIFCSPHIGHO2_01_FULL_41_11 [ref_mOTU_v25_09549]	1797711	0.0000000000
Curvibacter sp. GWA2_64_110 [ref_mOTU_v25_09553]	1797747	0.0000000000
Candidatus Dadabacteria bacterium RIFCSPHIGHO2_12_FULL_53_21 [ref_mOTU_v25_09554]	1797756	0.0000000000
Candidatus Daviesbacteria bacterium RIFCSPHIGHO2_02_FULL_36_13 [ref_mOTU_v25_09555]	1797768	0.0000000000
Deltaproteobacteria bacterium GWA2_45_12 [ref_mOTU_v25_09556]	1797805	0.0000000000
Deltaproteobacteria bacterium GWA2_54_12 [ref_mOTU_v25_09557]	1797808	0.0000000000
Deltaproteobacteria bacterium GWB2_55_19 [ref_mOTU_v25_09559]	1797814	0.0000000000
Deltaproteobacteria bacterium GWC2_42_11 [ref_mOTU_v25_09560]	1797816	0.0000000000
Deltaproteobacteria bacterium GWC2_65_14 [ref_mOTU_v25_09561]	1797820	0.0000000000
Deltaproteobacteria bacterium RBG_13_43_22 [ref_mOTU_v25_09562]	1797825	0.0000000000
Deltaproteobacteria bacterium RBG_13_49_15 [ref_mOTU_v25_09563]	1797827	0.0000000000
Deltaproteobacteria bacterium RBG_13_52_11 [ref_mOTU_v25_09564]	1797829	0.0000000000
Deltaproteobacteria bacterium RBG_13_61_14 [ref_mOTU_v25_09566]	1797834	0.0000000000
Deltaproteobacteria bacterium RBG_13_65_10 [ref_mOTU_v25_09567]	1797835	0.0000000000
Deltaproteobacteria bacterium RBG_16_44_11 [ref_mOTU_v25_09568]	1797837	0.0000000000
Deltaproteobacteria bacterium RBG_16_49_23 [ref_mOTU_v25_09569]	1797840	0.0000000000
Deltaproteobacteria bacterium RBG_16_54_11 [ref_mOTU_v25_09570]	1797842	0.0000000000
Deltaproteobacteria bacterium RBG_16_64_85 [ref_mOTU_v25_09572]	1797846	0.0000000000
Deltaproteobacteria bacterium RIFCSPHIGHO2_02_FULL_40_11 [ref_mOTU_v25_09573]	1797858	0.0000000000
Deltaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_43_9 [ref_mOTU_v25_09574]	1797867	0.0000000000
Deltaproteobacteria bacterium RIFCSPLOWO2_02_56_12 [ref_mOTU_v25_09575]	1797874	0.0000000000
Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_60_19 [ref_mOTU_v25_09577]	1797894	0.0000000000
Deltaproteobacteria bacterium RIFOXYD12_FULL_50_9 [ref_mOTU_v25_09578]	1797902	0.0000000000
Deltaproteobacteria bacterium RIFOXYD12_FULL_53_23 [ref_mOTU_v25_09579]	1797903	0.0000000000
Deltaproteobacteria bacterium RIFOXYD12_FULL_55_16 [ref_mOTU_v25_09580]	1797904	0.0000000000
Deltaproteobacteria bacterium RIFOXYD12_FULL_57_12 [ref_mOTU_v25_09581]	1797906	0.0000000000
Desulfobacca sp. RBG_16_60_12 [ref_mOTU_v25_09582]	1797909	0.0000000000
Desulfobacterales bacterium GWB2_56_26 [ref_mOTU_v25_09584]	1797913	0.0000000000
Desulfobacterales bacterium RIFOXYA12_FULL_46_15 [ref_mOTU_v25_09585]	1797914	0.0000000000
Desulfovibrionales bacterium GWA2_65_9 [ref_mOTU_v25_09586]	1797915	0.0000000000
Elusimicrobia bacterium GWA2_62_23 [ref_mOTU_v25_09587]	1797924	0.0000000000
Elusimicrobia bacterium GWB2_63_22 [ref_mOTU_v25_09589]	1797929	0.0000000000
Elusimicrobia bacterium GWC2_64_44 [ref_mOTU_v25_09590]	1797935	0.0000000000
Elusimicrobia bacterium GWD2_63_28 [ref_mOTU_v25_09591]	1797937	0.0000000000
Elusimicrobia bacterium GWF2_62_30 [ref_mOTU_v25_09592]	1797939	0.0000000000
Elusimicrobia bacterium RBG_16_66_12 [ref_mOTU_v25_09593]	1797940	0.0000000000
Elusimicrobia bacterium RIFCSPLOWO2_01_FULL_54_10 [ref_mOTU_v25_09594]	1797945	0.0000000000
Elusimicrobia bacterium RIFCSPLOWO2_12_FULL_59_9 [ref_mOTU_v25_09596]	1797952	0.0000000000
Elusimicrobia bacterium RIFOXYA2_FULL_39_19 [ref_mOTU_v25_09597]	1797957	0.0000000000
Elusimicrobia bacterium RIFOXYB2_FULL_49_7 [ref_mOTU_v25_09599]	1797968	0.0000000000
Elusimicrobia bacterium RIFOXYD2_FULL_34_15 [ref_mOTU_v25_09600]	1797973	0.0000000000
Euryarchaeota archaeon RBG_13_57_23 [ref_mOTU_v25_09601]	1797977	0.0000000000
Euryarchaeota archaeon RBG_16_67_27 [ref_mOTU_v25_09602]	1797980	0.0000000000
Euryarchaeota archaeon RBG_19FT_COMBO_56_21 [ref_mOTU_v25_09603]	1797983	0.0000000000
Euryarchaeota archaeon RBG_19FT_COMBO_69_17 [ref_mOTU_v25_09604]	1797984	0.0000000000
Flavobacteria bacterium GWA2_35_26 [ref_mOTU_v25_09607]	1798013	0.0000000000
Flavobacteria bacterium RIFCSPLOWO2_12_FULL_35_11 [ref_mOTU_v25_09608]	1798016	0.0000000000
Sarcina sp. DSM 11001 [ref_mOTU_v25_09609]	1798184	0.0000000000
Pseudovibrio sp. Tun.PSC04-5.I4 [ref_mOTU_v25_09610]	1798213	0.0000000000
Formosa sp. Hel1_31_208 [ref_mOTU_v25_09611]	1798225	0.0000000000
Blastococcus sp. DSM 46786 [ref_mOTU_v25_09612]	1798227	0.0000000000
Blastococcus sp. DSM 46838 [ref_mOTU_v25_09613]	1798228	0.0000000000
Gallionellales bacterium GWA2_55_18 [ref_mOTU_v25_09614]	1798244	0.0000000000
Gammaproteobacteria bacterium GWE2_37_16 [ref_mOTU_v25_09615]	1798261	0.0000000000
Gammaproteobacteria bacterium GWE2_42_36 [ref_mOTU_v25_09616]	1798262	0.0000000000
Gammaproteobacteria bacterium GWF2_41_13 [ref_mOTU_v25_09617]	1798263	0.0000000000
Gammaproteobacteria bacterium RBG_16_51_14 [ref_mOTU_v25_09618]	1798265	0.0000000000
Gammaproteobacteria bacterium RBG_16_57_12 [ref_mOTU_v25_09619]	1798266	0.0000000000
Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_35_23 [ref_mOTU_v25_09620]	1798274	0.0000000000
Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_36_30 [ref_mOTU_v25_09621]	1798275	0.0000000000
Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_37_14 [ref_mOTU_v25_09622]	1798276	0.0000000000
Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_37_34 [ref_mOTU_v25_09623]	1798277	0.0000000000
Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_38_11 [ref_mOTU_v25_09624]	1798278	0.0000000000
Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_38_14 [ref_mOTU_v25_09625]	1798279	0.0000000000
Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_40_19 [ref_mOTU_v25_09626]	1798281	0.0000000000
Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_41_15 [ref_mOTU_v25_09627]	1798282	0.0000000000
Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_41_20 [ref_mOTU_v25_09628]	1798283	0.0000000000
Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_42_10 [ref_mOTU_v25_09629]	1798285	0.0000000000
Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_43_28 [ref_mOTU_v25_09631]	1798287	0.0000000000
Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_45_12 [ref_mOTU_v25_09632]	1798288	0.0000000000
Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_45_9 [ref_mOTU_v25_09633]	1798289	0.0000000000
Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_63_22 [ref_mOTU_v25_09634]	1798290	0.0000000000
Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_56_15 [ref_mOTU_v25_09635]	1798298	0.0000000000
Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_57_10 [ref_mOTU_v25_09636]	1798299	0.0000000000
Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_61_13 [ref_mOTU_v25_09637]	1798300	0.0000000000
Geobacteraceae bacterium GWC2_53_11 [ref_mOTU_v25_09641]	1798316	0.0000000000
Geobacteraceae bacterium GWC2_58_44 [ref_mOTU_v25_09642]	1798318	0.0000000000
Candidatus Gottesmanbacteria bacterium RBG_16_37_8 [ref_mOTU_v25_09645]	1798371	0.0000000000
Candidatus Gottesmanbacteria bacterium RBG_16_52_11 [ref_mOTU_v25_09647]	1798374	0.0000000000
Candidatus Gottesmanbacteria bacterium RIFCSPHIGHO2_01_FULL_39_10 [ref_mOTU_v25_09648]	1798375	0.0000000000
Candidatus Gottesmanbacteria bacterium RIFCSPHIGHO2_01_FULL_42_12 [ref_mOTU_v25_09649]	1798377	0.0000000000
Candidatus Gottesmanbacteria bacterium RIFCSPHIGHO2_02_FULL_39_11 [ref_mOTU_v25_09650]	1798382	0.0000000000
Candidatus Gottesmanbacteria bacterium RIFCSPHIGHO2_02_FULL_40_13 [ref_mOTU_v25_09651]	1798384	0.0000000000
Candidatus Gottesmanbacteria bacterium RIFCSPLOWO2_01_FULL_43_11b [ref_mOTU_v25_09652]	1798392	0.0000000000
Candidatus Gottesmanbacteria bacterium RIFOXYB1_FULL_47_11 [ref_mOTU_v25_09653]	1798401	0.0000000000
Candidatus Harrisonbacteria bacterium RIFCSPLOWO2_01_FULL_40_28 [ref_mOTU_v25_09654]	1798406	0.0000000000
Ignavibacteria bacterium GWA2_54_16 [ref_mOTU_v25_09655]	1798420	0.0000000000
Ignavibacteria bacterium GWF2_33_9 [ref_mOTU_v25_09657]	1798430	0.0000000000
Ignavibacteria bacterium RBG_13_36_8 [ref_mOTU_v25_09658]	1798432	0.0000000000
Ignavibacteria bacterium RBG_16_34_14 [ref_mOTU_v25_09659]	1798433	0.0000000000
Candidatus Jorgensenbacteria bacterium GWA1_54_12 [ref_mOTU_v25_09660]	1798468	0.0000000000
Candidatus Jorgensenbacteria bacterium RIFCSPLOWO2_01_FULL_45_25b [ref_mOTU_v25_09661]	1798471	0.0000000000
Candidatus Kaiserbacteria bacterium GWA2_50_9 [ref_mOTU_v25_09662]	1798474	0.0000000000
Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_01_FULL_53_29 [ref_mOTU_v25_09663]	1798480	0.0000000000
Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_01_FULL_55_17 [ref_mOTU_v25_09664]	1798484	0.0000000000
Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_01_FULL_56_24 [ref_mOTU_v25_09665]	1798487	0.0000000000
Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_02_FULL_49_34 [ref_mOTU_v25_09666]	1798491	0.0000000000
Candidatus Kaiserbacteria bacterium RIFCSPLOWO2_01_FULL_53_17 [ref_mOTU_v25_09667]	1798511	0.0000000000
Candidatus Kaiserbacteria bacterium RIFCSPLOWO2_01_FULL_54_13 [ref_mOTU_v25_09668]	1798512	0.0000000000
Candidatus Kaiserbacteria bacterium RIFCSPLOWO2_01_FULL_54_20 [ref_mOTU_v25_09669]	1798513	0.0000000000
Candidatus Kaiserbacteria bacterium RIFCSPLOWO2_01_FULL_54_24 [ref_mOTU_v25_09670]	1798515	0.0000000000
Candidatus Kaiserbacteria bacterium RIFCSPLOWO2_01_FULL_55_19 [ref_mOTU_v25_09671]	1798516	0.0000000000
Candidatus Kaiserbacteria bacterium RIFOXYB1_FULL_46_14 [ref_mOTU_v25_09672]	1798531	0.0000000000
Candidatus Kaiserbacteria bacterium RIFOXYD1_FULL_47_14 [ref_mOTU_v25_09673]	1798533	0.0000000000
candidate division Kazan bacterium RBG_13_50_9 [ref_mOTU_v25_09674]	1798535	0.0000000000
Candidatus Kerfeldbacteria bacterium RIFCSPHIGHO2_12_FULL_48_17 [ref_mOTU_v25_09675]	1798542	0.0000000000
Candidatus Komeilibacteria bacterium RIFCSPLOWO2_02_FULL_48_11 [ref_mOTU_v25_09677]	1798553	0.0000000000
Legionellales bacterium RIFCSPHIGHO2_12_FULL_35_11 [ref_mOTU_v25_09679]	1798567	0.0000000000
Legionellales bacterium RIFCSPHIGHO2_12_FULL_37_14 [ref_mOTU_v25_09680]	1798568	0.0000000000
Legionellales bacterium RIFCSPHIGHO2_12_FULL_42_9 [ref_mOTU_v25_09681]	1798569	0.0000000000
Lentisphaerae bacterium GWF2_38_69 [ref_mOTU_v25_09682]	1798570	0.0000000000
Lentisphaerae bacterium GWF2_44_16 [ref_mOTU_v25_09683]	1798571	0.0000000000
Lentisphaerae bacterium GWF2_45_14 [ref_mOTU_v25_09684]	1798572	0.0000000000
Lentisphaerae bacterium GWF2_49_21 [ref_mOTU_v25_09685]	1798573	0.0000000000
Lentisphaerae bacterium GWF2_50_93 [ref_mOTU_v25_09686]	1798574	0.0000000000
Lentisphaerae bacterium GWF2_57_35 [ref_mOTU_v25_09688]	1798576	0.0000000000
Candidatus Levybacteria bacterium RIFCSPHIGHO2_01_FULL_38_26 [ref_mOTU_v25_09690]	1798591	0.0000000000
Candidatus Levybacteria bacterium RIFCSPLOWO2_01_FULL_38_21 [ref_mOTU_v25_09693]	1798620	0.0000000000
Candidatus Levybacteria bacterium RIFCSPLOWO2_01_FULL_39_10 [ref_mOTU_v25_09694]	1798622	0.0000000000
Candidatus Liptonbacteria bacterium RIFCSPHIGHO2_01_FULL_57_28 [ref_mOTU_v25_09696]	1798647	0.0000000000
Candidatus Liptonbacteria bacterium RIFCSPLOWO2_01_FULL_52_25 [ref_mOTU_v25_09698]	1798650	0.0000000000
Candidatus Lloydbacteria bacterium RIFCSPHIGHO2_01_FULL_41_20 [ref_mOTU_v25_09699]	1798657	0.0000000000
Candidatus Magasanikbacteria bacterium RIFCSPHIGHO2_02_FULL_51_14 [ref_mOTU_v25_09703]	1798683	0.0000000000
Candidatus Magasanikbacteria bacterium RIFCSPLOWO2_02_FULL_44_11 [ref_mOTU_v25_09704]	1798689	0.0000000000
Candidatus Magasanikbacteria bacterium RIFOXYC2_FULL_39_8 [ref_mOTU_v25_09705]	1798702	0.0000000000
Candidatus Magasanikbacteria bacterium RIFOXYC2_FULL_42_28 [ref_mOTU_v25_09706]	1798704	0.0000000000
Candidatus Magasanikbacteria bacterium RIFOXYD2_FULL_41_14 [ref_mOTU_v25_09708]	1798709	0.0000000000
Methylothermaceae bacteria B42 [ref_mOTU_v25_09709]	1798802	0.0000000000
Alkalibacterium sp. 20 [ref_mOTU_v25_09710]	1798803	0.0000000000
Nitrospira sp. SCGC AG-212-E16 [ref_mOTU_v25_09711]	1799664	0.0000000000
Paraglaciecola hydrolytica [ref_mOTU_v25_09712]	1799789	0.0000000000
Mycolicibacterium diernhoferi [ref_mOTU_v25_09713]	1801	0.0000000000
Candidatus Melainabacteria bacterium GWA2_34_9 [ref_mOTU_v25_09714]	1801604	0.0000000000
Candidatus Melainabacteria bacterium GWF2_37_15 [ref_mOTU_v25_09715]	1801606	0.0000000000
